AWW	 Helen	 f	 protag	 comedy	 AY	 diphthong			
AWW	 King	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 ER	 monophthong	 central	 rounded	 tense
AWW	 King	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 UW	 monophthong	 back	 rounded	 tense
AWW	 King	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AO	 monophthong	 back	 rounded	 lax
AWW	 King	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 UW	 monophthong	 back	 rounded	 tense
AWW	 King	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 EY	 diphthong			
AWW	 King	 m	 other	 comedy	 UW	 monophthong	 back	 rounded	 tense
AWW	 King	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AA	 monophthong	 back	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AA	 monophthong	 back	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 ER	 monophthong	 central	 rounded	 tense
AWW	 King	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AA	 monophthong	 back	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 UW	 monophthong	 back	 rounded	 tense
AWW	 King	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AY	 diphthong			
AWW	 King	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AO	 monophthong	 back	 rounded	 lax
AWW	 King	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 IY	 monophthong	 front	 unrounded	 tense
AWW	 King	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AY	 diphthong			
AWW	 King	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 ER	 monophthong	 central	 rounded	 tense
AWW	 King	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 UW	 monophthong	 back	 rounded	 tense
AWW	 King	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 ER	 monophthong	 central	 rounded	 tense
AWW	 King	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 UW	 monophthong	 back	 rounded	 tense
AWW	 King	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AY	 diphthong			
AWW	 King	 m	 other	 comedy	 AO	 monophthong	 back	 rounded	 lax
AWW	 King	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AO	 monophthong	 back	 rounded	 lax
AWW	 King	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 IY	 monophthong	 front	 unrounded	 tense
AWW	 King	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 OW	 diphthong			
AWW	 King	 m	 other	 comedy	 AY	 diphthong			
AWW	 King	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 IY	 monophthong	 front	 unrounded	 tense
AWW	 King	 m	 other	 comedy	 ER	 monophthong	 central	 rounded	 tense
AWW	 King	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AY	 diphthong			
AWW	 King	 m	 other	 comedy	 AY	 diphthong			
AWW	 King	 m	 other	 comedy	 UW	 monophthong	 back	 rounded	 tense
AWW	 King	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 EY	 diphthong			
AWW	 King	 m	 other	 comedy	 ER	 monophthong	 central	 rounded	 tense
AWW	 King	 m	 other	 comedy	 ER	 monophthong	 central	 rounded	 tense
AWW	 King	 m	 other	 comedy	 UW	 monophthong	 back	 rounded	 tense
AWW	 King	 m	 other	 comedy	 AY	 diphthong			
AWW	 King	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 EY	 diphthong			
AWW	 King	 m	 other	 comedy	 AY	 diphthong			
AWW	 King	 m	 other	 comedy	 OW	 diphthong			
AWW	 King	 m	 other	 comedy	 AO	 monophthong	 back	 rounded	 lax
AWW	 King	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AW	 diphthong			
AWW	 King	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AO	 monophthong	 back	 rounded	 lax
AWW	 King	 m	 other	 comedy	 AA	 monophthong	 back	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 ER	 monophthong	 central	 rounded	 tense
AWW	 King	 m	 other	 comedy	 AY	 diphthong			
AWW	 King	 m	 other	 comedy	 IY	 monophthong	 front	 unrounded	 tense
AWW	 King	 m	 other	 comedy	 AA	 monophthong	 back	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 EY	 diphthong			
AWW	 King	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 IY	 monophthong	 front	 unrounded	 tense
AWW	 King	 m	 other	 comedy	 ER	 monophthong	 central	 rounded	 tense
AWW	 King	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AY	 diphthong			
AWW	 King	 m	 other	 comedy	 UH	 monophthong	 back	 rounded	 lax
AWW	 King	 m	 other	 comedy	 AY	 diphthong			
AWW	 King	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 IY	 monophthong	 front	 unrounded	 tense
AWW	 King	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AO	 monophthong	 back	 rounded	 lax
AWW	 King	 m	 other	 comedy	 IY	 monophthong	 front	 unrounded	 tense
AWW	 King	 m	 other	 comedy	 AW	 diphthong			
AWW	 King	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 EY	 diphthong			
AWW	 King	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 EY	 diphthong			
AWW	 King	 m	 other	 comedy	 ER	 monophthong	 central	 rounded	 tense
AWW	 King	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 EY	 diphthong			
AWW	 King	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 ER	 monophthong	 central	 rounded	 tense
AWW	 King	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AW	 diphthong			
AWW	 King	 m	 other	 comedy	 AY	 diphthong			
AWW	 King	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 OW	 diphthong			
AWW	 King	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 ER	 monophthong	 central	 rounded	 tense
AWW	 King	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AO	 monophthong	 back	 rounded	 lax
AWW	 King	 m	 other	 comedy	 IY	 monophthong	 front	 unrounded	 tense
AWW	 King	 m	 other	 comedy	 AO	 monophthong	 back	 rounded	 lax
AWW	 King	 m	 other	 comedy	 AY	 diphthong			
AWW	 King	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 UW	 monophthong	 back	 rounded	 tense
AWW	 King	 m	 other	 comedy	 AA	 monophthong	 back	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 OW	 diphthong			
AWW	 King	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 UW	 monophthong	 back	 rounded	 tense
AWW	 King	 m	 other	 comedy	 AY	 diphthong			
AWW	 King	 m	 other	 comedy	 AO	 monophthong	 back	 rounded	 lax
AWW	 King	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AY	 diphthong			
AWW	 King	 m	 other	 comedy	 IY	 monophthong	 front	 unrounded	 tense
AWW	 King	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 UW	 monophthong	 back	 rounded	 tense
AWW	 King	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 OW	 diphthong			
AWW	 King	 m	 other	 comedy	 EY	 diphthong			
AWW	 King	 m	 other	 comedy	 AO	 monophthong	 back	 rounded	 lax
AWW	 King	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AO	 monophthong	 back	 rounded	 lax
AWW	 King	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 IY	 monophthong	 front	 unrounded	 tense
AWW	 King	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AO	 monophthong	 back	 rounded	 lax
AWW	 King	 m	 other	 comedy	 OW	 diphthong			
AWW	 King	 m	 other	 comedy	 OW	 diphthong			
AWW	 King	 m	 other	 comedy	 OW	 diphthong			
AWW	 King	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AA	 monophthong	 back	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 IY	 monophthong	 front	 unrounded	 tense
AWW	 King	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AY	 diphthong			
AWW	 King	 m	 other	 comedy	 AA	 monophthong	 back	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AA	 monophthong	 back	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 IY	 monophthong	 front	 unrounded	 tense
AWW	 King	 m	 other	 comedy	 OW	 diphthong			
AWW	 King	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 IY	 monophthong	 front	 unrounded	 tense
AWW	 King	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AO	 monophthong	 back	 rounded	 lax
AWW	 King	 m	 other	 comedy	 AY	 diphthong			
AWW	 King	 m	 other	 comedy	 AY	 diphthong			
AWW	 King	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 IY	 monophthong	 front	 unrounded	 tense
AWW	 King	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AO	 monophthong	 back	 rounded	 lax
AWW	 King	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 ER	 monophthong	 central	 rounded	 tense
AWW	 King	 m	 other	 comedy	 AY	 diphthong			
AWW	 King	 m	 other	 comedy	 AY	 diphthong			
AWW	 King	 m	 other	 comedy	 AO	 monophthong	 back	 rounded	 lax
AWW	 King	 m	 other	 comedy	 AY	 diphthong			
AWW	 King	 m	 other	 comedy	 IY	 monophthong	 front	 unrounded	 tense
AWW	 King	 m	 other	 comedy	 UW	 monophthong	 back	 rounded	 tense
AWW	 King	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 ER	 monophthong	 central	 rounded	 tense
AWW	 King	 m	 other	 comedy	 IY	 monophthong	 front	 unrounded	 tense
AWW	 King	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AY	 diphthong			
AWW	 King	 m	 other	 comedy	 ER	 monophthong	 central	 rounded	 tense
AWW	 King	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 IY	 monophthong	 front	 unrounded	 tense
AWW	 King	 m	 other	 comedy	 OW	 diphthong			
AWW	 King	 m	 other	 comedy	 EY	 diphthong			
AWW	 King	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AO	 monophthong	 back	 rounded	 lax
AWW	 King	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 UW	 monophthong	 back	 rounded	 tense
AWW	 King	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AA	 monophthong	 back	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 UW	 monophthong	 back	 rounded	 tense
AWW	 King	 m	 other	 comedy	 UW	 monophthong	 back	 rounded	 tense
AWW	 King	 m	 other	 comedy	 AA	 monophthong	 back	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 ER	 monophthong	 central	 rounded	 tense
AWW	 King	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 UW	 monophthong	 back	 rounded	 tense
AWW	 King	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 EY	 diphthong			
AWW	 King	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AY	 diphthong			
AWW	 King	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 UW	 monophthong	 back	 rounded	 tense
AWW	 King	 m	 other	 comedy	 IY	 monophthong	 front	 unrounded	 tense
AWW	 King	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 EY	 diphthong			
AWW	 King	 m	 other	 comedy	 EY	 diphthong			
AWW	 King	 m	 other	 comedy	 AY	 diphthong			
AWW	 King	 m	 other	 comedy	 UW	 monophthong	 back	 rounded	 tense
AWW	 King	 m	 other	 comedy	 AW	 diphthong			
AWW	 King	 m	 other	 comedy	 AY	 diphthong			
AWW	 King	 m	 other	 comedy	 EY	 diphthong			
AWW	 King	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 OW	 diphthong			
AWW	 King	 m	 other	 comedy	 ER	 monophthong	 central	 rounded	 tense
AWW	 King	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 IY	 monophthong	 front	 unrounded	 tense
AWW	 King	 m	 other	 comedy	 EY	 diphthong			
AWW	 King	 m	 other	 comedy	 IY	 monophthong	 front	 unrounded	 tense
AWW	 King	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 EY	 diphthong			
AWW	 King	 m	 other	 comedy	 EY	 diphthong			
AWW	 King	 m	 other	 comedy	 AW	 diphthong			
AWW	 King	 m	 other	 comedy	 ER	 monophthong	 central	 rounded	 tense
AWW	 King	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 UW	 monophthong	 back	 rounded	 tense
AWW	 King	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AY	 diphthong			
AWW	 King	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 EY	 diphthong			
AWW	 King	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 EH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 IY	 monophthong	 front	 unrounded	 tense
AWW	 King	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AO	 monophthong	 back	 rounded	 lax
AWW	 King	 m	 other	 comedy	 UW	 monophthong	 back	 rounded	 tense
AWW	 King	 m	 other	 comedy	 ER	 monophthong	 central	 rounded	 tense
AWW	 King	 m	 other	 comedy	 IH	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 ER	 monophthong	 central	 rounded	 tense
AWW	 King	 m	 other	 comedy	 UW	 monophthong	 back	 rounded	 tense
AWW	 King	 m	 other	 comedy	 IY	 monophthong	 front	 unrounded	 tense
AWW	 King	 m	 other	 comedy	 AY	 diphthong			
AWW	 King	 m	 other	 comedy	 IY	 monophthong	 front	 unrounded	 tense
AWW	 King	 m	 other	 comedy	 IY	 monophthong	 front	 unrounded	 tense
AWW	 King	 m	 other	 comedy	 UW	 monophthong	 back	 rounded	 tense
AWW	 King	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AH	 monophthong	 central	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 AY	 diphthong			
AWW	 King	 m	 other	 comedy	 UH	 monophthong	 back	 rounded	 lax
AWW	 King	 m	 other	 comedy	 AY	 diphthong			
AWW	 King	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 OW	 diphthong			
AWW	 King	 m	 other	 comedy	 AY	 diphthong			
AWW	 King	 m	 other	 comedy	 AE	 monophthong	 front	 unrounded	 lax
AWW	 King	 m	 other	 comedy	 OW	 diphthong			
AWW	 King	 m	 other	 comedy	 AY	 diphthong			
AWW	 King	 m	 other	 comedy	 EY	 diphthong			
